opcode_id	mnemonic	hex	disasm	instr_class	ref_rank	ref_status	ref_src	ref_dst	trc_src	trc_dst	verdict	signature	tierB_ref_only	llvm_src	llvm_dst	mra_vs_llvm	notes
CASPAL_CP32_comswappr	caspal	22ff6a08	caspal w10, w11, w2, w3, [x25]	general	1:MRA	ok	GPR10,GPR11,GPR2,GPR25,GPR3	GPR10,GPR11	GPR10,GPR11,GPR2,GPR25,GPR3	GPR10,GPR11	agree	-	-	GPR10,GPR11,GPR2,GPR25,GPR3	GPR10,GPR11	same	-
CASPAL_CP64_comswappr	caspal	cefe6048	caspal x0, x1, x14, x15, [x22]	general	1:MRA	ok	GPR0,GPR1,GPR14,GPR15,GPR22	GPR0,GPR1	GPR0,GPR1,GPR14,GPR15,GPR22	GPR0,GPR1	agree	-	-	GPR0,GPR1,GPR14,GPR15,GPR22	GPR0,GPR1	same	-
CASPA_CP32_comswappr	caspa	b87f6408	caspa w4, w5, w24, w25, [x29]	general	1:MRA	ok	FP_REG,GPR24,GPR25,GPR4,GPR5	GPR4,GPR5	FP_REG,GPR24,GPR25,GPR4,GPR5	GPR4,GPR5	agree	-	-	FP_REG,GPR24,GPR25,GPR4,GPR5	GPR4,GPR5	same	-
CASPA_CP64_comswappr	caspa	987d7248	caspa x18, x19, x24, x25, [x12]	general	1:MRA	ok	GPR12,GPR18,GPR19,GPR24,GPR25	GPR18,GPR19	GPR12,GPR18,GPR19,GPR24,GPR25	GPR18,GPR19	agree	-	-	GPR12,GPR18,GPR19,GPR24,GPR25	GPR18,GPR19	same	-
CASPL_CP32_comswappr	caspl	e0fe3a08	caspl w26, w27, w0, w1, [x23]	general	1:MRA	ok	GPR0,GPR1,GPR23,GPR26,GPR27	GPR26,GPR27	GPR0,GPR1,GPR23,GPR26,GPR27	GPR26,GPR27	agree	-	-	GPR0,GPR1,GPR23,GPR26,GPR27	GPR26,GPR27	same	-
CASPL_CP64_comswappr	caspl	e6fe3e48	caspl x30, xzr, x6, x7, [x23]	general	1:MRA	ok	GPR23,GPR6,GPR7,LR,ZERO	LR	GPR23,GPR6,GPR7,LR,ZERO	LR,ZERO	disagree	DST+trc:ZERO	-	GPR23,GPR6,GPR7,LR,ZERO	LR,ZERO	DST+trc:ZERO	-
CASP_CP32_comswappr	casp	3e7e2c08	casp w12, w13, w30, wzr, [x17]	general	1:MRA	ok	GPR12,GPR13,GPR17,LR,ZERO	GPR12,GPR13	GPR12,GPR13,GPR17,LR,ZERO	GPR12,GPR13	agree	-	-	GPR12,GPR13,GPR17,LR,ZERO	GPR12,GPR13	same	-
CASP_CP64_comswappr	casp	5a7c2048	casp x0, x1, x26, x27, [x2]	general	1:MRA	ok	GPR0,GPR1,GPR2,GPR26,GPR27	GPR0,GPR1	GPR0,GPR1,GPR2,GPR26,GPR27	GPR0,GPR1	agree	-	-	GPR0,GPR1,GPR2,GPR26,GPR27	GPR0,GPR1	same	-
CAS_C32_comswap	cas	437ca188	cas w1, w3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CAS_C64_comswap	cas	437ca1c8	cas x1, x3, [x2]	general	1:MRA	ok	GPR1,GPR2,GPR3	GPR1	GPR1,GPR2,GPR3	GPR1	agree	-	-	GPR1,GPR2,GPR3	GPR1	same	-
CBNZ_32_compbranch	cbnz	22000035	cbnz w2, #4	general	1:MRA	ok	GPR2,IP,PSTATE.EL	IP	GPR2	-	agree	-	IP,PSTATE.EL	GPR2	-	same	-
CBNZ_64_compbranch	cbnz	220000b5	cbnz x2, #4	general	1:MRA	ok	GPR2,IP,PSTATE.EL	IP	GPR2	-	agree	-	IP,PSTATE.EL	GPR2	-	same	-
CBZ_32_compbranch	cbz	22000034	cbz w2, #4	general	1:MRA	ok	GPR2,IP,PSTATE.EL	IP	GPR2	-	agree	-	IP,PSTATE.EL	GPR2	-	same	-
CBZ_64_compbranch	cbz	220000b4	cbz x2, #4	general	1:MRA	ok	GPR2,IP,PSTATE.EL	IP	GPR2	-	agree	-	IP,PSTATE.EL	GPR2	-	same	-
CCMN_32_condcmp_imm	ccmn	6428413a	ccmn w3, #1, #4, hs	general	1:MRA	ok	FLAGS,GPR3	FLAGS	FLAGS,GPR3	FLAGS	agree	-	-	FLAGS,GPR3	FLAGS	same	-
CCMN_32_condcmp_reg	ccmn	6420413a	ccmn w3, w1, #4, hs	general	1:MRA	ok	FLAGS,GPR1,GPR3	FLAGS	FLAGS,GPR1,GPR3	FLAGS	agree	-	-	FLAGS,GPR1,GPR3	FLAGS	same	-
CCMN_64_condcmp_imm	ccmn	642841ba	ccmn x3, #1, #4, hs	general	1:MRA	ok	FLAGS,GPR3	FLAGS	FLAGS,GPR3	FLAGS	agree	-	-	FLAGS,GPR3	FLAGS	same	-
CCMN_64_condcmp_reg	ccmn	642041ba	ccmn x3, x1, #4, hs	general	1:MRA	ok	FLAGS,GPR1,GPR3	FLAGS	FLAGS,GPR1,GPR3	FLAGS	agree	-	-	FLAGS,GPR1,GPR3	FLAGS	same	-
CCMP_32_condcmp_imm	ccmp	6428417a	ccmp w3, #1, #4, hs	general	1:MRA	ok	FLAGS,GPR3	FLAGS	FLAGS,GPR3	FLAGS	agree	-	-	FLAGS,GPR3	FLAGS	same	-
CCMP_32_condcmp_reg	ccmp	6420417a	ccmp w3, w1, #4, hs	general	1:MRA	ok	FLAGS,GPR1,GPR3	FLAGS	FLAGS,GPR1,GPR3	FLAGS	agree	-	-	FLAGS,GPR1,GPR3	FLAGS	same	-
CCMP_64_condcmp_imm	ccmp	642841fa	ccmp x3, #1, #4, hs	general	1:MRA	ok	FLAGS,GPR3	FLAGS	FLAGS,GPR3	FLAGS	agree	-	-	FLAGS,GPR3	FLAGS	same	-
CCMP_64_condcmp_reg	ccmp	642041fa	ccmp x3, x1, #4, hs	general	1:MRA	ok	FLAGS,GPR1,GPR3	FLAGS	FLAGS,GPR1,GPR3	FLAGS	agree	-	-	FLAGS,GPR1,GPR3	FLAGS	same	-
CFINV_M_pstate	cfinv	1f4000d5	cfinv	system	1:MRA	ok	FLAGS	FLAGS	FLAGS	FLAGS	agree	-	-	FLAGS	FLAGS	same	partial-flag-write
CFP_SYS_CR_systeminstrs	cfp	81730bd5	cfp rctx, x1	system	1:MRA	ok	GPR1	SYS	GPR1	-	disagree	DST+ref:SYS	-	GPR1	-	DST+ref:SYS	-
CHKFEAT_HI_hints	chkfeat	1f2503d5	chkfeat x16	system	1:MRA	ok	GPR16,PSTATE.EL,SYS	GPR16	GPR16	GPR16	disagree	SRC+ref:SYS	PSTATE.EL	GPR16	GPR16	SRC+ref:SYS	-
CINC_CSINC_32_condsel	cinc	31b6911a	cinc w17, w17, ge	general	1:MRA	ok	FLAGS,GPR17	GPR17	FLAGS,GPR17	GPR17	agree	-	-	FLAGS,GPR17	GPR17	same	-
CINC_CSINC_64_condsel	cinc	31c6919a	cinc x17, x17, le	general	1:MRA	ok	FLAGS,GPR17	GPR17	FLAGS,GPR17	GPR17	agree	-	-	FLAGS,GPR17	GPR17	same	-
CINV_CSINV_32_condsel	cinv	3172915a	cinv w17, w17, vs	general	1:MRA	ok	FLAGS,GPR17	GPR17	FLAGS,GPR17	GPR17	agree	-	-	FLAGS,GPR17	GPR17	same	-
CINV_CSINV_64_condsel	cinv	310291da	cinv x17, x17, ne	general	1:MRA	ok	FLAGS,GPR17	GPR17	FLAGS,GPR17	GPR17	agree	-	-	FLAGS,GPR17	GPR17	same	-
CLRBHB_HI_hints	clrbhb	df2203d5	clrbhb	system	1:MRA	ok	-	-	-	-	agree	-	-	-	-	same	-
CLREX_BN_barriers	clrex	5f3103d5	clrex #1	system	1:MRA	ok	-	-	-	-	agree	-	-	-	-	same	-
CLS_32_dp_1src	cls	2214c05a	cls w2, w1	general	1:MRA	ok	GPR1	GPR2	GPR1	GPR2	agree	-	-	GPR1	GPR2	same	unbounded-loop
CLS_64_dp_1src	cls	2214c0da	cls x2, x1	general	1:MRA	ok	GPR1	GPR2	GPR1	GPR2	agree	-	-	GPR1	GPR2	same	unbounded-loop
CLS_asimdmisc_R	cls	6448a04e	cls v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	unbounded-loop
CLZ_32_dp_1src	clz	2210c05a	clz w2, w1	general	1:MRA	ok	GPR1	GPR2	GPR1	GPR2	agree	-	-	GPR1	GPR2	same	unbounded-loop
CLZ_64_dp_1src	clz	2210c0da	clz x2, x1	general	1:MRA	ok	GPR1	GPR2	GPR1	GPR2	agree	-	-	GPR1	GPR2	same	unbounded-loop
CLZ_asimdmisc_R	clz	6448a06e	clz v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	unbounded-loop
CMEQ_asimdmisc_Z	cmeq	6498a04e	cmeq v4.4s, v3.4s, #0	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	-
CMEQ_asimdsame_only	cmeq	858ca36e	cmeq v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
CMEQ_asisdmisc_Z	cmeq	ae99e05e	cmeq d14, d13, #0	advsimd	1:MRA	ok	VEC13	VEC14	VEC13	VEC14	agree	-	-	VEC13	VEC14	same	-
CMEQ_asisdsame_only	cmeq	ce8ff47e	cmeq d14, d30, d20	advsimd	1:MRA	ok	VEC20,VEC30	VEC14	VEC20,VEC30	VEC14	agree	-	-	VEC20,VEC30	VEC14	same	-
CMGE_asimdmisc_Z	cmge	6488a06e	cmge v4.4s, v3.4s, #0	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	-
CMGE_asimdsame_only	cmge	853ca34e	cmge v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
CMGE_asisdmisc_Z	cmge	9c8be07e	cmge d28, d28, #0	advsimd	1:MRA	ok	VEC28	VEC28	VEC28	VEC28	agree	-	-	VEC28	VEC28	same	-
CMGE_asisdsame_only	cmge	313ef15e	cmge d17, d17, d17	advsimd	1:MRA	ok	VEC17	VEC17	VEC17	VEC17	agree	-	-	VEC17	VEC17	same	-
CMGT_asimdmisc_Z	cmgt	6488a04e	cmgt v4.4s, v3.4s, #0	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	-
CMGT_asimdsame_only	cmgt	8534a34e	cmgt v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
CMGT_asisdmisc_Z	cmgt	2989e05e	cmgt d9, d9, #0	advsimd	1:MRA	ok	VEC9	VEC9	VEC9	VEC9	agree	-	-	VEC9	VEC9	same	-
CMGT_asisdsame_only	cmgt	3e35e15e	cmgt d30, d9, d1	advsimd	1:MRA	ok	VEC1,VEC9	VEC30	VEC1,VEC9	VEC30	agree	-	-	VEC1,VEC9	VEC30	same	-
CMHI_asimdsame_only	cmhi	8534a36e	cmhi v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
CMHI_asisdsame_only	cmhi	3136f17e	cmhi d17, d17, d17	advsimd	1:MRA	ok	VEC17	VEC17	VEC17	VEC17	agree	-	-	VEC17	VEC17	same	-
CMHS_asimdsame_only	cmhs	853ca36e	cmhs v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
CMHS_asisdsame_only	cmhs	c33df07e	cmhs d3, d14, d16	advsimd	1:MRA	ok	VEC14,VEC16	VEC3	VEC14,VEC16	VEC3	agree	-	-	VEC14,VEC16	VEC3	same	-
CMLE_asimdmisc_Z	cmle	6498a06e	cmle v4.4s, v3.4s, #0	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	-
CMLE_asisdmisc_Z	cmle	c199e07e	cmle d1, d14, #0	advsimd	1:MRA	ok	VEC14	VEC1	VEC14	VEC1	agree	-	-	VEC14	VEC1	same	-
CMLT_asimdmisc_Z	cmlt	64a8a04e	cmlt v4.4s, v3.4s, #0	advsimd	1:MRA	ok	VEC3	VEC4	VEC3	VEC4	agree	-	-	VEC3	VEC4	same	-
CMLT_asisdmisc_Z	cmlt	50a8e05e	cmlt d16, d2, #0	advsimd	1:MRA	ok	VEC2	VEC16	VEC2	VEC16	agree	-	-	VEC2	VEC16	same	-
CMN_ADDS_32S_addsub_ext	cmn	9f4c212b	cmn w4, w1, uxtw #3	general	1:MRA	ok	GPR1,GPR4	FLAGS	GPR1,GPR4	FLAGS	agree	-	-	GPR1,GPR4	FLAGS,ZERO	DST+trc:ZERO	-
CMN_ADDS_32S_addsub_imm	cmn	7f084031	cmn w3, #2, lsl #12	general	1:MRA	ok	GPR3	FLAGS	GPR3	FLAGS	agree	-	-	GPR3	FLAGS,ZERO	DST+trc:ZERO	-
CMN_ADDS_32_addsub_shift	cmn	9f0c422b	cmn w4, w2, lsr #3	general	1:MRA	ok	GPR2,GPR4	FLAGS	GPR2,GPR4	FLAGS	agree	-	-	GPR2,GPR4	FLAGS,ZERO	DST+trc:ZERO	-
CMN_ADDS_64S_addsub_ext	cmn	9f4c21ab	cmn x4, w1, uxtw #3	general	1:MRA	ok	GPR1,GPR4	FLAGS	GPR1,GPR4	FLAGS	agree	-	-	GPR1,GPR4	FLAGS,ZERO	DST+trc:ZERO	-
CMN_ADDS_64S_addsub_imm	cmn	7f0840b1	cmn x3, #2, lsl #12	general	1:MRA	ok	GPR3	FLAGS	GPR3	FLAGS	agree	-	-	GPR3	FLAGS,ZERO	DST+trc:ZERO	-
CMN_ADDS_64_addsub_shift	cmn	9f0c42ab	cmn x4, x2, lsr #3	general	1:MRA	ok	GPR2,GPR4	FLAGS	GPR2,GPR4	FLAGS	agree	-	-	GPR2,GPR4	FLAGS,ZERO	DST+trc:ZERO	-
CMPLE_cmpge_p_p_zz_	cmple	a0831c24	cmpge p0.b, p0/z, z29.b, z28.b	sve	1:MRA	ok	PRED0,VEC28,VEC29	FLAGS,PRED0	PRED0,VEC28,VEC29	FLAGS,PRED0	agree	-	-	PRED0,VEC28,VEC29	FLAGS,PRED0	same	unbounded-loop
CMPLO_cmphi_p_p_zz_	cmplo	b0011624	cmphi p0.b, p0/z, z13.b, z22.b	sve	1:MRA	ok	PRED0,VEC13,VEC22	FLAGS,PRED0	PRED0,VEC13,VEC22	FLAGS,PRED0	agree	-	-	PRED0,VEC13,VEC22	FLAGS,PRED0	same	unbounded-loop
CMPLS_cmphs_p_p_zz_	cmpls	60021524	cmphs p0.b, p0/z, z19.b, z21.b	sve	1:MRA	ok	PRED0,VEC19,VEC21	FLAGS,PRED0	PRED0,VEC19,VEC21	FLAGS,PRED0	agree	-	-	PRED0,VEC19,VEC21	FLAGS,PRED0	same	unbounded-loop
CMPLT_cmpgt_p_p_zz_	cmplt	70800924	cmpgt p0.b, p0/z, z3.b, z9.b	sve	1:MRA	ok	PRED0,VEC3,VEC9	FLAGS,PRED0	PRED0,VEC3,VEC9	FLAGS,PRED0	agree	-	-	PRED0,VEC3,VEC9	FLAGS,PRED0	same	unbounded-loop
CMPP_SUBPS_64S_dp_2src	cmpp	5f00c1ba	subps xzr, x2, x1	general	1:MRA	ok	GPR1,GPR2	FLAGS	GPR1,GPR2	FLAGS,ZERO	disagree	DST+trc:ZERO	-	GPR1,GPR2	FLAGS,ZERO	DST+trc:ZERO	-
CMP_SUBS_32S_addsub_ext	cmp	9f4c216b	cmp w4, w1, uxtw #3	general	1:MRA	ok	GPR1,GPR4	FLAGS	GPR1,GPR4	FLAGS	agree	-	-	GPR1,GPR4	FLAGS,ZERO	DST+trc:ZERO	-
CMP_SUBS_32S_addsub_imm	cmp	7f084071	cmp w3, #2, lsl #12	general	1:MRA	ok	GPR3	FLAGS	GPR3	FLAGS	agree	-	-	GPR3	FLAGS,ZERO	DST+trc:ZERO	-
CMP_SUBS_32_addsub_shift	cmp	9f0c426b	cmp w4, w2, lsr #3	general	1:MRA	ok	GPR2,GPR4	FLAGS	GPR2,GPR4	FLAGS	agree	-	-	GPR2,GPR4	FLAGS,ZERO	DST+trc:ZERO	-
CMP_SUBS_64S_addsub_ext	cmp	9f4c21eb	cmp x4, w1, uxtw #3	general	1:MRA	ok	GPR1,GPR4	FLAGS	GPR1,GPR4	FLAGS	agree	-	-	GPR1,GPR4	FLAGS,ZERO	DST+trc:ZERO	-
CMP_SUBS_64S_addsub_imm	cmp	7f0840f1	cmp x3, #2, lsl #12	general	1:MRA	ok	GPR3	FLAGS	GPR3	FLAGS	agree	-	-	GPR3	FLAGS,ZERO	DST+trc:ZERO	-
CMP_SUBS_64_addsub_shift	cmp	9f0c42eb	cmp x4, x2, lsr #3	general	1:MRA	ok	GPR2,GPR4	FLAGS	GPR2,GPR4	FLAGS	agree	-	-	GPR2,GPR4	FLAGS,ZERO	DST+trc:ZERO	-
CMTST_asimdsame_only	cmtst	858ca34e	cmtst v5.4s, v4.4s, v3.4s	advsimd	1:MRA	ok	VEC3,VEC4	VEC5	VEC3,VEC4	VEC5	agree	-	-	VEC3,VEC4	VEC5	same	-
CMTST_asisdsame_only	cmtst	318ef15e	cmtst d17, d17, d17	advsimd	1:MRA	ok	VEC17	VEC17	VEC17	VEC17	agree	-	-	VEC17	VEC17	same	-
CNEG_CSNEG_32_condsel	cneg	3166915a	cneg w17, w17, vc	general	1:MRA	ok	FLAGS,GPR17	GPR17	FLAGS,GPR17	GPR17	agree	-	-	FLAGS,GPR17	GPR17	same	-
CNEG_CSNEG_64_condsel	cneg	311691da	cneg x17, x17, eq	general	1:MRA	ok	FLAGS,GPR17	GPR17	FLAGS,GPR17	GPR17	agree	-	-	FLAGS,GPR17	GPR17	same	-
CNT_32_dp_1src	cnt	221cc05a	cnt w2, w1	general	1:MRA	ok	GPR1	GPR2	GPR1	GPR2	agree	-	-	GPR1	GPR2	same	unbounded-loop
CNT_64_dp_1src	cnt	221cc0da	cnt x2, x1	general	1:MRA	ok	GPR1	GPR2	GPR1	GPR2	agree	-	-	GPR1	GPR2	same	unbounded-loop
CNT_asimdmisc_R	cnt	3c5b204e	cnt v28.16b, v25.16b	advsimd	1:MRA	ok	VEC25	VEC28	VEC25	VEC28	agree	-	-	VEC25	VEC28	same	unbounded-loop
COSP_SYS_CR_systeminstrs	cosp	c1730bd5	cosp rctx, x1	system	1:MRA	ok	GPR1	SYS	GPR1	-	disagree	DST+ref:SYS	-	GPR1	-	DST+ref:SYS	-
CPP_SYS_CR_systeminstrs	cpp	e1730bd5	cpp rctx, x1	system	1:MRA	ok	GPR1	SYS	GPR1	-	disagree	DST+ref:SYS	-	GPR1	-	DST+ref:SYS	-
CPYEN_CPY_memcms	cpyen	d9c68c1d	cpyen [x25]!, [x12]!, x22!	general	1:MRA	ok	FLAGS,GPR12,GPR22,GPR25,PSTATE.EL,PSTATE.UAO	GPR12,GPR22,GPR25	FLAGS,GPR12,GPR22,GPR25	GPR12,GPR22,GPR25	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR12,GPR22,GPR25	GPR12,GPR22,GPR25	same	-
CPYERN_CPY_memcms	cpyern	b387891d	cpyern [x19]!, [x9]!, x29!	general	1:MRA	ok	FLAGS,FP_REG,GPR19,GPR9,PSTATE.EL,PSTATE.UAO	FP_REG,GPR19,GPR9	FLAGS,FP_REG,GPR19,GPR9	FP_REG,GPR19,GPR9	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,FP_REG,GPR19,GPR9	FP_REG,GPR19,GPR9	same	-
CPYERTN_CPY_memcms	cpyertn	a5e68d1d	cpyertn [x5]!, [x13]!, x21!	general	1:MRA	ok	FLAGS,GPR13,GPR21,GPR5,PSTATE.EL,PSTATE.UAO	GPR13,GPR21,GPR5	FLAGS,GPR13,GPR21,GPR5	GPR13,GPR21,GPR5	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR13,GPR21,GPR5	GPR13,GPR21,GPR5	same	-
CPYERTRN_CPY_memcms	cpyertrn	60a69a1d	cpyertrn [x0]!, [x26]!, x19!	general	1:MRA	ok	FLAGS,GPR0,GPR19,GPR26,PSTATE.EL,PSTATE.UAO	GPR0,GPR19,GPR26	FLAGS,GPR0,GPR19,GPR26	GPR0,GPR19,GPR26	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR0,GPR19,GPR26	GPR0,GPR19,GPR26	same	-
CPYERTWN_CPY_memcms	cpyertwn	5565991d	cpyertwn [x21]!, [x25]!, x10!	general	1:MRA	ok	FLAGS,GPR10,GPR21,GPR25,PSTATE.EL,PSTATE.UAO	GPR10,GPR21,GPR25	FLAGS,GPR10,GPR21,GPR25	GPR10,GPR21,GPR25	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR10,GPR21,GPR25	GPR10,GPR21,GPR25	same	-
CPYERT_CPY_memcms	cpyert	1724811d	cpyert [x23]!, [x1]!, x0!	general	1:MRA	ok	FLAGS,GPR0,GPR1,GPR23,PSTATE.EL,PSTATE.UAO	GPR0,GPR1,GPR23	FLAGS,GPR0,GPR1,GPR23	GPR0,GPR1,GPR23	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR0,GPR1,GPR23	GPR0,GPR1,GPR23	same	-
CPYETN_CPY_memcms	cpyetn	66f5931d	cpyetn [x6]!, [x19]!, x11!	general	1:MRA	ok	FLAGS,GPR11,GPR19,GPR6,PSTATE.EL,PSTATE.UAO	GPR11,GPR19,GPR6	FLAGS,GPR11,GPR19,GPR6	GPR11,GPR19,GPR6	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR11,GPR19,GPR6	GPR11,GPR19,GPR6	same	-
CPYETRN_CPY_memcms	cpyetrn	f6b6941d	cpyetrn [x22]!, [x20]!, x23!	general	1:MRA	ok	FLAGS,GPR20,GPR22,GPR23,PSTATE.EL,PSTATE.UAO	GPR20,GPR22,GPR23	FLAGS,GPR20,GPR22,GPR23	GPR20,GPR22,GPR23	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR20,GPR22,GPR23	GPR20,GPR22,GPR23	same	-
CPYETWN_CPY_memcms	cpyetwn	db74961d	cpyetwn [x27]!, [x22]!, x6!	general	1:MRA	ok	FLAGS,GPR22,GPR27,GPR6,PSTATE.EL,PSTATE.UAO	GPR22,GPR27,GPR6	FLAGS,GPR22,GPR27,GPR6	GPR22,GPR27,GPR6	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR22,GPR27,GPR6	GPR22,GPR27,GPR6	same	-
CPYET_CPY_memcms	cpyet	0e349d1d	cpyet [x14]!, [x29]!, x0!	general	1:MRA	ok	FLAGS,FP_REG,GPR0,GPR14,PSTATE.EL,PSTATE.UAO	FP_REG,GPR0,GPR14	FLAGS,FP_REG,GPR0,GPR14	FP_REG,GPR0,GPR14	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,FP_REG,GPR0,GPR14	FP_REG,GPR0,GPR14	same	-
CPYEWN_CPY_memcms	cpyewn	1546911d	cpyewn [x21]!, [x17]!, x16!	general	1:MRA	ok	FLAGS,GPR16,GPR17,GPR21,PSTATE.EL,PSTATE.UAO	GPR16,GPR17,GPR21	FLAGS,GPR16,GPR17,GPR21	GPR16,GPR17,GPR21	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR16,GPR17,GPR21	GPR16,GPR17,GPR21	same	-
CPYEWTN_CPY_memcms	cpyewtn	cbd69b1d	cpyewtn [x11]!, [x27]!, x22!	general	1:MRA	ok	FLAGS,GPR11,GPR22,GPR27,PSTATE.EL,PSTATE.UAO	GPR11,GPR22,GPR27	FLAGS,GPR11,GPR22,GPR27	GPR11,GPR22,GPR27	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR11,GPR22,GPR27	GPR11,GPR22,GPR27	same	-
CPYEWTRN_CPY_memcms	cpyewtrn	ac969d1d	cpyewtrn [x12]!, [x29]!, x21!	general	1:MRA	ok	FLAGS,FP_REG,GPR12,GPR21,PSTATE.EL,PSTATE.UAO	FP_REG,GPR12,GPR21	FLAGS,FP_REG,GPR12,GPR21	FP_REG,GPR12,GPR21	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,FP_REG,GPR12,GPR21	FP_REG,GPR12,GPR21	same	-
CPYEWTWN_CPY_memcms	cpyewtwn	5d568c1d	cpyewtwn [x29]!, [x12]!, x18!	general	1:MRA	ok	FLAGS,FP_REG,GPR12,GPR18,PSTATE.EL,PSTATE.UAO	FP_REG,GPR12,GPR18	FLAGS,FP_REG,GPR12,GPR18	FP_REG,GPR12,GPR18	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,FP_REG,GPR12,GPR18	FP_REG,GPR12,GPR18	same	-
CPYEWT_CPY_memcms	cpyewt	0e14961d	cpyewt [x14]!, [x22]!, x0!	general	1:MRA	ok	FLAGS,GPR0,GPR14,GPR22,PSTATE.EL,PSTATE.UAO	GPR0,GPR14,GPR22	FLAGS,GPR0,GPR14,GPR22	GPR0,GPR14,GPR22	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR0,GPR14,GPR22	GPR0,GPR14,GPR22	same	-
CPYE_CPY_memcms	cpye	1105991d	cpye [x17]!, [x25]!, x8!	general	1:MRA	ok	FLAGS,GPR17,GPR25,GPR8,PSTATE.EL,PSTATE.UAO	GPR17,GPR25,GPR8	FLAGS,GPR17,GPR25,GPR8	GPR17,GPR25,GPR8	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR17,GPR25,GPR8	GPR17,GPR25,GPR8	same	-
CPYFEN_CPY_memcms	cpyfen	05c59d19	cpyfen [x5]!, [x29]!, x8!	general	1:MRA	ok	FLAGS,FP_REG,GPR5,GPR8,PSTATE.EL,PSTATE.UAO	FP_REG,GPR5,GPR8	FLAGS,FP_REG,GPR5,GPR8	FP_REG,GPR5,GPR8	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,FP_REG,GPR5,GPR8	FP_REG,GPR5,GPR8	same	-
CPYFERN_CPY_memcms	cpyfern	59869d19	cpyfern [x25]!, [x29]!, x18!	general	1:MRA	ok	FLAGS,FP_REG,GPR18,GPR25,PSTATE.EL,PSTATE.UAO	FP_REG,GPR18,GPR25	FLAGS,FP_REG,GPR18,GPR25	FP_REG,GPR18,GPR25	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,FP_REG,GPR18,GPR25	FP_REG,GPR18,GPR25	same	-
CPYFERTN_CPY_memcms	cpyfertn	cae59519	cpyfertn [x10]!, [x21]!, x14!	general	1:MRA	ok	FLAGS,GPR10,GPR14,GPR21,PSTATE.EL,PSTATE.UAO	GPR10,GPR14,GPR21	FLAGS,GPR10,GPR14,GPR21	GPR10,GPR14,GPR21	agree	-	PSTATE.EL,PSTATE.UAO	FLAGS,GPR10,GPR14,GPR21	GPR10,GPR14,GPR21	same	-
